index,Order ID,Cust ID,Gender,Age,Date,Status,Channel,SKU,Category,Size,Qty,currency,Amount,ship-city,ship-state,ship-postal-code,ship-country,B2B
6398,OD-2025-09648,CUST-10107,Women,20,2025-05-17,Cancelled,Ajio,SKU-7282,Saree,L,0,INR,4246.83,Bangalore,Karnataka,203676,India,FALSE
6399,OD-2025-04752,CUST-59747,Men,53,2025-05-10,Delivered,Myntra,SKU-1107,Kurta,XXL,2,INR,1259.37,Delhi,Delhi,268813,India,FALSE
6400,OD-2025-00694,CUST-38257,Women,50,2025-03-17,Delivered,Ajio,SKU-5505,Western Dress,M,1,INR,732.46,Bangalore,Karnataka,138255,India,FALSE
6401,OD-2025-06148,CUST-32582,Men,18,2025-12-09,Delivered,Ajio,SKU-7078,Ethnic Dress,L,2,INR,4832.08,Hyderabad,Telangana,962961,India,FALSE
6402,OD-2025-01606,CUST-21550,Men,23,2025-06-20,Cancelled,Flipkart,SKU-6938,Saree,XS,4,INR,1806.42,Pune,Maharashtra,140885,India,FALSE
6403,OD-2025-08014,CUST-14640,Women,25,2025-09-23,Delivered,Ajio,SKU-9065,Ethnic Dress,S,2,INR,4232.66,Pune,Maharashtra,447895,India,TRUE
6404,OD-2025-05276,CUST-10488,Men,33,2025-04-06,Cancelled,Ajio,SKU-3139,Top,S,2,INR,2479.74,Pune,Maharashtra,236373,India,FALSE
6405,OD-2025-07709,CUST-58207,Women,51,2025-10-21,Delivered,amazon,SKU-9007,Western Dress,XXL,1,INR,4580.48,Kolkata,West Bengal,985978,India,FALSE
6406,OD-2025-06932,CUST-72940,Women,19,2025-02-28,Delivered,Ajio,SKU-7696,Ethnic Dress,XS,3,INR,390.67,Hyderabad,Telangana,885934,India,TRUE
6407,OD-2025-00644,CUST-75231,Men,25,2025-07-27,Delivered,Nykaa,SKU-5144,Blouse,S,1,INR,4126.9,Lucknow,Uttar Pradesh,708388,India,FALSE
6408,OD-2025-02391,CUST-78009,Women,56,2025-12-25,Delivered,Ajio,SKU-6540,Kurta,L,1,INR,3930.89,Delhi,Delhi,559035,India,TRUE
6409,OD-2025-03413,CUST-71110,Men,30,2025-12-14,Delivered,Amazon,SKU-8406,Top,M,2,INR,555.86,Jaipur,Rajasthan,461125,India,FALSE
6410,OD-2025-07812,CUST-11841,Men,49,2025-09-24,Delivered,Myntra,SKU-7468,Ethnic Dress,S,1,INR,1229.89,Lucknow,Uttar Pradesh,544969,India,FALSE
6411,OD-2025-09138,CUST-45183,Women,46,2025-12-19,Delivered,Amazon,SKU-3054,Western Dress,S,1,INR,4165.29,Chennai,Tamil Nadu,551618,India,FALSE
6412,OD-2025-03730,CUST-31769,Women,59,2025-01-04,Delivered,Meesho,SKU-5603,Blouse,M,2,INR,822.93,Lucknow,Uttar Pradesh,922170,India,FALSE
6413,OD-2025-00303,CUST-69486,Men,25,2025-12-28,Cancelled,Amazon,SKU-8281,Top,L,1,INR,4362.16,Bangalore,Karnataka,391979,India,FALSE
6414,OD-2025-02150,CUST-93858,Women,24,2025-08-25,Delivered,Nykaa,SKU-5416,Top,XS,1,INR,1163.5,mumbai,Maharashtra,837949,India,FALSE
6415,OD-2025-03589,CUST-65589,Men,62,2025-09-30,Cancelled,Ajio,SKU-9313,Top,S,2,INR,4637.47,Mumbai,Maharashtra,324583,India,FALSE
6416,OD-2025-07270,CUST-28528,Men,32,2025-09-21,Delivered,Flipkart,SKU-9119,Top,XXL,1,INR,2480.15,Jaipur,Rajasthan,498214,India,FALSE
6417,OD-2025-01906,CUST-48931,Women,35,2025-09-21,Delivered,Flipkart,SKU-8065,Top,XXL,1,INR,1179.84,Mumbi,Maharashtra,286977,India,FALSE
6418,OD-2025-02550,CUST-95657,Women,36,2025-07-02,Delivered,Flipkart,SKU-3185,Top,XS,1,INR,440.81,Jaipur,Rajasthan,111675,India,FALSE
6419,OD-2025-01560,CUST-94279,Men,42,2025-06-13,Delivered,Myntra,SKU-3874,Kurta,XXL,4,INR,1435.75,Mumbai,Maharashtra,500798,India,FALSE
6420,OD-2025-03043,CUST-50999,Men,37,2025-05-18,Shipped,Myntra,SKU-5205,Ethnic Dress,XXL,1,INR,783.97,Mumbi,Maharashtra,214228,India,FALSE
6421,OD-2025-07049,CUST-44724,Women,58,2025-09-23,Delivered,Flipkart,SKU-5215,Ethnic Dress,XS,2,INR,4054.55,Dehli,Delhi,554827,India,FALSE
6422,OD-2025-04293,CUST-19602,Women,62,2025-01-20,Delivered,Meesho,SKU-2995,Saree,L,1,INR,4828.61,Jaipur,Rajasthan,858494,India,TRUE
6423,OD-2025-06876,CUST-56611,Men,18,2025-12-04,Delivered,Amazon,SKU-7957,Top,XXL,1,INR,4140.62,New Delhi,Delhi,410537,India,FALSE
6424,OD-2025-02343,CUST-31711,male,21,2025-12-16,Delivered,Myntra,SKU-4152,Blouse,XXL,1,INR,3297.76,Lucknow,Uttar Pradesh,551331,India,FALSE
6425,OD-2025-05878,CUST-88093,Women,59,2025-12-31,Returned,Nykaa,SKU-8868,Saree,M,3,INR,1812.69,Delhi,Delhi,401607,India,FALSE
6426,OD-2025-08844,CUST-80901,Men,51,2025-08-16,Delivered,Flipkart,SKU-4359,Saree,XS,2,INR,3899.07,Chennai,Tamil Nadu,111173,India,FALSE
6427,OD-2025-07589,CUST-45040,Women,50,2025-10-21,Shipped,Amazon,SKU-1326,Kurta,XL,1,INR,4695.28,Banglore,Karnataka,684568,India,FALSE
6428,OD-2025-02966,CUST-98325,Women,45,2025-10-03,Cancelled,Nykaa,SKU-9176,Saree,XS,1,INR,315.43,Lucknow,Uttar Pradesh,986378,India,FALSE
6429,OD-2025-08570,CUST-64227,Men,64,2025-02-18,Returned,Meesho,SKU-1242,Ethnic Dress,XS,3,INR,4799.93,Hyderabad,Telangana,501725,India,FALSE
6430,OD-2025-04992,CUST-61825,Men,27,2025-03-11,Delivered,Myntra,SKU-9327,Western Dress,XS,1,INR,4780.53,Lucknow,Uttar Pradesh,214802,India,FALSE
6431,OD-2025-03134,CUST-30563,Men,38,2025-10-16,Delivered,Flipkart,SKU-8482,Saree,S,4,INR,4181.82,Bangalore,Karnataka,682238,India,FALSE
6432,OD-2025-08104,CUST-43453,,60,2025-02-26,Delivered,Amazon,SKU-4325,Ethnic Dress,XXL,3,INR,4796.7,Pune,Maharashtra,551024,India,FALSE
6433,OD-2025-02123,CUST-42679,Men,38,2025-06-19,Returned,Ajio,SKU-6094,Blouse,S,1,INR,1611.0,Kolkata,West Bengal,260008,India,FALSE
6434,OD-2025-08249,CUST-65836,Men,23,2025-09-10,Delivered,Ajio,SKU-9072,Western Dress,XS,2,INR,2737.87,Lucknow,Uttar Pradesh,343979,India,TRUE
6435,OD-2025-00995,CUST-30139,Women,52,2025-08-02,Delivered,Ajio,SKU-5881,Kurta,XS,2,INR,814.76,Jaipur,Rajasthan,442587,India,FALSE
6436,OD-2025-03150,CUST-17313,Women,29,2025-05-28,Delivered,Ajio,SKU-2270,Kurta,L,4,INR,4110.51,Jaipur,Rajasthan,587828,India,FALSE
6437,OD-2025-06190,CUST-59213,Men,31,2025-05-29,Delivered,Ajio,SKU-5934,Ethnic Dress,XXL,3,INR,2623.65,Chennai,Tamil Nadu,0,India,FALSE
6438,OD-2025-03113,CUST-93880,Men,46,2025-03-08,Delivered,Myntra,SKU-4899,Ethnic Dress,L,1,INR,1137.57,Pune,Maharashtra,534167,India,TRUE
6439,OD-2025-02967,CUST-73723,Men,19,2025-04-27,Delivered,Nykaa,SKU-6560,Saree,M,1,INR,3833.78,Jaipur,Rajasthan,192680,India,FALSE
6440,OD-2025-03516,CUST-70851,Women,27,2025-03-30,Returned,Ajio,SKU-7983,Western Dress,M,2,INR,2810.19,Jaipur,Rajasthan,403595,India,FALSE
6441,OD-2025-08543,CUST-86016,Women,18,2025-02-23,Delivered,Amazon,SKU-5199,Kurta,M,3,INR,551.67,Chennai,Tamil Nadu,366738,India,FALSE
6442,OD-2025-03119,CUST-50154,Women,63,2025-07-19,Delivered,Meesho,SKU-9857,Top,XXL,2,INR,3193.1,Chennai,Tamil Nadu,468204,India,FALSE
6443,OD-2025-05817,CUST-11210,Women,47,2025-05-01,Returned,Myntra,SKU-9675,Saree,XL,1,INR,3528.68,Jaipur,Rajasthan,768707,India,FALSE
6444,OD-2025-01338,CUST-37362,Women,45,2025-10-11,Delivered,Ajio,SKU-8999,Western Dress,XL,2,INR,739.8,Delhi,Delhi,574312,India,FALSE
6445,OD-2025-01923,CUST-41354,Men,26,2025-03-01,Returned,Myntra,SKU-1424,Saree,XL,1,INR,3569.29,Ahmedabad,Gujarat,313716,India,FALSE
6446,OD-2025-00528,CUST-21727,Women,46,2025-03-23,Delivered,Flipkart,SKU-4725,Saree,XS,2,INR,2920.12,Jaipur,Rajasthan,155032,India,FALSE
6447,OD-2025-04876,CUST-78333,Women,57,2025-01-20,Delivered,Amazon,SKU-4803,Top,S,1,INR,3034.86,Mumbai,Maharashtra,192359,India,FALSE
6448,OD-2025-00754,CUST-39109,Women,58,2025-08-14,Returned,Flipkart,SKU-7771,Saree,XXL,1,INR,2020.58,Ahmedabad,Gujarat,640345,India,FALSE
6449,OD-2025-03918,CUST-59269,Women,63,2025-11-18,Delivered,Myntra,SKU-1965,Kurta,XL,1,INR,3251.44,Jaipur,Rajasthan,328526,India,TRUE
6450,OD-2025-06580,CUST-34555,Women,42,2025-08-24,Returned,Flipkart,SKU-5676,Saree,S,,INR,1429.81,Kolkata,West Bengal,694296,India,FALSE
6451,OD-2025-05024,CUST-42755,Men,25,2025-11-26,Delivered,Meesho,SKU-4430,Blouse,L,1,INR,1225.38,Chennai,Tamil Nadu,754297,India,FALSE
6452,OD-2025-07660,CUST-94400,Men,35,2025-04-01,Delivered,Meesho,SKU-6161,Saree,XL,1,INR,4519.59,Pune,Maharashtra,126777,India,FALSE
6453,OD-2025-09283,CUST-37981,Women,41,2025-04-28,Delivered,Meesho,SKU-3113,Blouse,XS,1,INR,793.42,Pune,Maharashtra,700306,India,FALSE
6454,OD-2025-01275,CUST-77667,Men,26,2025-04-19,Shipped,Ajio,SKU-2156,Ethnic Dress,XL,1,INR,4479.45,Bangalore,Karnataka,109534,India,FALSE
6455,OD-2025-04695,CUST-71438,Women,63,2025-04-23,Shipped,Myntra,SKU-6909,Top,L,2,INR,4787.47,Bombay,Maharashtra,921556,India,TRUE
6456,OD-2025-09836,CUST-38461,Men,23,2025-04-09,Delivered,Amazon,SKU-7754,Saree,XL,,INR,2152.35,Chennai,Tamil Nadu,296260,India,FALSE
6457,OD-2025-07115,CUST-90423,Women,31,2025-12-05,Delivered,Myntra,SKU-2043,Kurta,XS,2,INR,4031.96,Jaipur,Rajasthan,943610,India,FALSE
6458,OD-2025-01080,CUST-34073,Women,23,2025-11-28,Delivered,  Myntra  ,SKU-6608,Saree,S,3,INR,1567.43,Bengaluru,Karnataka,186279,India,FALSE
6459,OD-2025-03538,CUST-83808,Women,25,2025-06-22,Delivered,Ajio,SKU-6063,Western Dress,S,1,INR,4462.76,Hyderabad,Telangana,598699,India,TRUE
6460,OD-2025-02341,CUST-79386,Men,55,2025-04-03,Delivered,Nykaa,SKU-7998,Saree,XL,1,INR,1165.5,Mumbai,Maharashtra,498797,India,FALSE
6461,OD-2025-06254,CUST-65193,Women,27,2025-11-21,Delivered,Ajio,SKU-9712,Top,XL,1,INR,4422.02,Pune,Maharashtra,971663,India,FALSE
6462,OD-2025-08192,CUST-70433,Women,45,2025-04-09,Delivered,Amazon,SKU-2819,Saree,S,1,INR,3890.45,Bangalore,Karnataka,421446,India,FALSE
6463,OD-2025-00037,CUST-85132,Men,50,2025-05-12,Delivered,Ajio,SKU-8284,Saree,S,1,INR,506.13,Chennai,Tamil Nadu,233882,India,FALSE
6464,OD-2025-07911,CUST-73519,Women,58,2025-03-23,Delivered,Nykaa,SKU-1590,Ethnic Dress,S,1,INR,3254.45,Delhi,Delhi,738684,India,TRUE
6465,OD-2025-09424,CUST-12851,Men,23,2025-09-19,Delivered,Nykaa,SKU-1474,Western Dress,XL,2,INR,4977.92,mumbai,Maharashtra,510241,India,FALSE
6466,OD-2025-02331,CUST-47361,Women,22,2025-06-21,Delivered,Ajio,SKU-4288,Western Dress,XS,1,INR,2625.88,Jaipur,Rajasthan,428814,India,FALSE
6467,OD-2025-03393,CUST-93442,Women,19,2025-04-13,Delivered,Ajio,SKU-8061,Top,S,1,INR,2427.05,Ahmedabad,Gujarat,790907,India,FALSE
6468,OD-2025-00944,CUST-19439,Man,61,2025-06-25,Delivered,Flipkart,SKU-1277,Ethnic Dress,XXL,1,INR,3687.21,Hyderabad,Telangana,721202,India,FALSE
6469,OD-2025-09583,CUST-12637,Women,30,2025-01-27,Returned,Myntra,SKU-7373,Kurta,M,2,INR,4958.82,Ahmedabad,Gujarat,846717,India,FALSE
6470,OD-2025-02313,CUST-88856,Men,61,2025-06-30,Delivered,Myntra,SKU-5717,  Saree  ,XXL,1,INR,901.67,Chennai,Tamil Nadu,352268,India,FALSE
6471,OD-2025-08521,CUST-51145,Women,27,2025-11-10,Delivered,Flipkart,SKU-4313,Saree,XXL,1,INR,365.26,Lucknow,Uttar Pradesh,789015,India,FALSE
6472,OD-2025-04887,CUST-44940,Women,32,2025-06-22,Delivered,Amazon,SKU-1697,Blouse,XXL,2,INR,4681.43,Hyderabad,Telangana,572045,India,FALSE
6473,OD-2025-07181,CUST-51098,Women,20,2025-02-06,Delivered,Ajio,SKU-5468,Western Dress,L,1,INR,4114.81,Lucknow,Uttar Pradesh,676071,India,FALSE
6474,OD-2025-06089,CUST-83736,Men,30,2025-09-18,Delivered,Ajio,SKU-6138,Blouse,L,1,INR,4166.33,Chennai,Tamil Nadu,691632,India,TRUE
6475,OD-2025-07305,CUST-56931,Men,53,2025-09-23,Delivered,Ajio,SKU-8857,Saree,S,1,INR,1394.2,Hyderabad,Telangana,112851,India,FALSE
6476,OD-2025-01962,CUST-48324,Women,999,2025-09-11,Delivered,Amazon,SKU-8680,Ethnic Dress,XL,3,INR,3271.86,Ahmedabad,Gujarat,457183,India,FALSE
6477,OD-2025-07976,CUST-61453,Women,26,22 Oct 2025,Delivered,Flipkart,SKU-2877,Kurta,M,1,INR,765.77,Mumbai,Maharashtra,867187,India,FALSE
6478,OD-2025-08253,CUST-31899,Men,54,2025-07-06,Delivered,Myntra,SKU-3515,Saree,XS,1,INR,4374.96,Kolkata,West Bengal,939273,India,FALSE
6479,OD-2025-09531,CUST-60267,Women,49,2025-01-22,Returned,Nykaa,SKU-6049,Ethnic Dress,M,2,INR,4712.93,Delhi,Delhi,850484,India,FALSE
6480,OD-2025-06769,CUST-53711,Women,32,2025-09-05,Delivered,Amazon,SKU-3877,Western Dress,M,1,INR,845.18,Jaipur,Rajasthan,484751,India,FALSE
6481,OD-2025-05692,CUST-74744,,27,2025-07-24,Delivered,Myntra,SKU-2096,Ethnic Dress,S,1,INR,4549.86,Kolkata,West Bengal,179008,India,FALSE
6482,OD-2025-01721,CUST-16532,Man,18,2025-11-04,Delivered,Nykaa,SKU-6805,Top,S,1,INR,897.99,mumbai,Maharashtra,275943,India,FALSE
6483,OD-2025-08906,CUST-53384,Men,56,2025-09-19,Delivered,AMAZON,SKU-6605,Saree,M,1,INR,4997.07,Lucknow,Uttar Pradesh,,India,FALSE
6484,OD-2025-00790,CUST-83565,Men,30,2025-12-10,Returned,Myntra,SKU-7595,Saree,L,3,INR,4239.15,Delhi,Delhi,512744,India,FALSE
6485,OD-2025-01768,CUST-19143,Women,25,2025-10-15,Delivered,Flipkart,SKU-1159,Western Dress,XS,2,INR,1386.84,Chennai,Tamil Nadu,430157,India,FALSE
6486,OD-2025-04592,CUST-86973,Women,41,2025-01-12,Delivered,Flipkart,SKU-5730,Saree,L,1,INR,3753.39,Banglore,Karnataka,660025,India,FALSE
6487,OD-2025-07681,CUST-93370,Men,51,2025-11-25,Delivered,Nykaa,SKU-5242,Blouse,L,1,INR,2841.05,Hyderabad,Telangana,125555,India,FALSE
6488,OD-2025-06321,CUST-69583,Women,42,2025-10-20,Delivered,Myntra,SKU-2322,Kurta,XS,2,INR,3932.26,Delhi,Delhi,836525,India,FALSE
6489,OD-2025-00502,CUST-33213,men,27,2025-10-20,Returned,Amazon,SKU-2235,Kurta,XXL,1,INR,4091.84,Delhi,Delhi,747454,India,TRUE
6490,OD-2025-02984,CUST-42202,Men,62,2025-11-21,Delivered,Flipkart,SKU-7769,Top,L,2,INR,3116.48,Hyderabad,Telangana,584276,India,FALSE
6491,OD-2025-07992,CUST-71675,Men,31,2025-12-07,Delivered,Flipkart,SKU-5216,Blouse,XXL,1,INR,4599.51,Hyderabad,Telangana,694447,India,FALSE
6492,OD-2025-07712,CUST-91269,Men,45,2025-06-06,Delivered,Flipkart,SKU-3991,Blouse,L,2,INR,4482.53,Kolkata,West Bengal,913314,India,FALSE
6493,OD-2025-04401,CUST-54507,Men,58,2025-04-14,Delivered,Myntra,SKU-7239,Ethnic Dress,S,1,INR,1025.59,Lucknow,Uttar Pradesh,207602,India,FALSE
6494,OD-2025-05365,CUST-11114,Men,27,2025-12-16,Delivered,Flipkart,SKU-5401,Western Dress,XS,1,INR,4728.49,Ahmedabad,Gujarat,186372,India,FALSE
6495,OD-2025-06758,CUST-60071,Men,56,2025-12-09,Shipped,Amazon,SKU-4844,Western Dress,XL,2,INR,3646.02,Kolkata,West Bengal,858297,India,FALSE
6496,OD-2025-01349,CUST-51953,Women,26,2025-06-19,Returned,Amazon,SKU-7660,Blouse,XL,2,INR,309.81,Jaipur,Rajasthan,548595,India,FALSE
6497,OD-2025-01685,CUST-37372,Men,42,2025-10-14,Delivered,Meesho,SKU-8430,Top,L,1,INR,3434.99,Kolkata,West Bengal,999372,India,TRUE
6498,OD-2025-07626,CUST-70308,Women,49,2025-11-01,Delivered,Meesho,SKU-7681,Ethnic Dress,M,1,INR,4438.85,MUMBAI,Maharashtra,444705,India,FALSE
6499,OD-2025-03659,CUST-60150,Women,37,2025-09-29,Delivered,Ajio,SKU-3783,Saree,XXL,3,INR,4167.95,delhi,Delhi,733488,India,TRUE
6500,OD-2025-02239,CUST-47802,Men,33,2025-02-12,Returned,Flipkart,SKU-7208,Western Dress,XS,1,INR,885.08,Pune,Maharashtra,586241,India,FALSE
6501,OD-2025-00858,CUST-82521,Women,54,2025-07-08,Cancelled,Amazon,SKU-8552,Western Dress,M,1,INR,4865.12,Delhi,Delhi,223499,India,FALSE
6502,OD-2025-06488,CUST-97786,Women,39,2025-04-26,Delivered,Flipkart,SKU-8317,Blouse,L,2,INR,418.79,Jaipur,Rajasthan,919151,India,FALSE
6503,OD-2025-08611,CUST-74847,Men,44,2025-03-27,Cancelled,Meesho,SKU-8308,Blouse,XXL,1,INR,3898.32,bangalore,Karnataka,168166,India,TRUE
6504,OD-2025-07429,CUST-50076,Women,18,2025-11-10,Delivered,amazon,SKU-8873,Top,L,1,INR,1706.53,Ahmedabad,Gujarat,846548,India,FALSE
6505,OD-2025-05352,CUST-67065,Women,57,2025-10-13,Returned,Meesho,SKU-4333,Top,S,1,INR,4522.15,Chennai,Tamil Nadu,150350,India,TRUE
6506,OD-2025-00016,CUST-50212,Women,61,2025-03-28,Delivered,Flipkart,SKU-3973,Kurta,XXL,1,INR,Rs.2131.72,Banglore,Karnataka,435587,India,FALSE
6507,OD-2025-07058,CUST-97300,Women,59,2025-04-07,Delivered,Meesho,SKU-2373,Western Dress,XL,3,INR,1515.84,Jaipur,Rajasthan,295137,India,FALSE
6508,OD-2025-00109,CUST-12826,Women,39,2025-08-05,Delivered,Flipkart,SKU-7412,Top,XS,1,INR,1629.29,Bangalore,Karnataka,830203,India,FALSE
6509,OD-2025-03930,CUST-66964,Men,120,2025-12-02,Returned,Myntra,SKU-8412,Kurta,XS,2,INR,4940.37,BANGALORE,Karnataka,982555,India,FALSE
6510,OD-2025-02669,CUST-26433,Women,64,2025-08-08,Delivered,Ajio,SKU-6500,Ethnic Dress,XL,3,INR,3027.98,Pune,Maharashtra,985547,India,FALSE
6511,OD-2025-07409,CUST-30432,Women,35,2025-10-15,Delivered,nykaa,SKU-4242,Western Dress,L,1,INR,4093.65,Chennai,Tamil Nadu,138402,India,FALSE
6512,OD-2025-09771,CUST-80200,Women,50,2025-11-29,Delivered,Flipkart,SKU-3657,Ethnic Dress,XS,4,INR,2866.05,Mumbai,Maharashtra,823218,India,FALSE
6513,OD-2025-08891,CUST-21814,Women,45,2025-06-12,Delivered,Nykaa,SKU-5761,Blouse,XL,1,INR,3460.66,Mumbai,Maharashtra,708231,India,FALSE
6514,OD-2025-01031,CUST-80263,Women,64,2025-05-07,Delivered,Meesho,SKU-6259,Blouse,XXL,1,INR,1825.2,Hyderabad,Telangana,289734,India,FALSE
6515,OD-2025-06198,CUST-43374,Women,42,2025-09-23,Delivered,Amazon,SKU-7222,Kurta,S,2,INR,4288.33,Ahmedabad,Gujarat,396545,India,FALSE
6516,OD-2025-08812,CUST-37079,Women,53,2025-10-24,Delivered,Flipkart,SKU-1886,Ethnic Dress,XS,1,INR,3796.6,Jaipur,Rajasthan,523830,India,TRUE
6517,OD-2025-04780,CUST-99013,Women,24,2025-09-11,Delivered,Myntra,SKU-4126,Top,XL,2,INR,3876.79,Pune,Maharashtra,133733,India,FALSE
6518,OD-2025-02027,CUST-95257,Men,43,2025-07-09,Delivered,Ajio,SKU-9045,Blouse,M,1,INR,594.66,Ahmedabad,Gujarat,481600,India,FALSE
6519,OD-2025-00167,CUST-93440,Men,59,2025-05-06,Delivered,Meesho,SKU-9144,Ethnic Dress,XL,1,INR,2819.2,Lucknow,Uttar Pradesh,341292,India,FALSE
6520,OD-2025-00643,CUST-48365,Men,43,2025-10-30,Delivered,Meesho,SKU-5713,Western Dress,S,2,INR,4479.97,Jaipur,Rajasthan,841242,India,FALSE
6521,OD-2025-06878,CUST-34436,Men,32,2025-12-26,Returned,Flipkart,SKU-4269,Western Dress,L,1,INR,1483.98,Pune,Maharashtra,173238,India,FALSE
6522,OD-2025-06215,CUST-57250,Women,20,2025-05-07,Delivered,Meesho,SKU-8006,Blouse,L,1,INR,1489.13,Jaipur,Rajasthan,155590,India,FALSE
6523,OD-2025-02672,CUST-40134,Women,45,2025-08-13,Delivered,Myntra,SKU-4059,  Kurta  ,S,1,INR,879.18,Kolkata,West Bengal,847807,India,FALSE
6524,OD-2025-04017,CUST-33254,Women,26,2025-09-04,Delivered,  Meesho  ,SKU-3347,Ethnic Dress,S,3,INR,3591.6,Bangalore,Karnataka,702978,India,FALSE
6525,OD-2025-05235,CUST-49310,Women,60,2025-11-28,Delivered,Ajio,SKU-6991,Saree,M,1,INR,409.37,Jaipur,Rajasthan,191722,India,FALSE
6526,OD-2025-03069,CUST-42950,Women,49,2025-04-08,Delivered,Amazon,SKU-3441,Western Dress,XXL,2,INR,4175.06,Jaipur,Rajasthan,916878,India,FALSE
6527,OD-2025-03963,CUST-29924,Women,29,2025-03-19,Returned,Myntra,SKU-6058,Kurta,L,1,INR,4602.31,Lucknow,Uttar Pradesh,720885,India,FALSE
6528,OD-2025-00532,CUST-30953,Women,56,2025-05-12,Delivered,Flipkart,SKU-5265,Top,XS,2,INR,2421.75,Pune,Maharashtra,567186,India,FALSE
6529,OD-2025-02323,CUST-55434,Women,54,2025-12-23,Returned,Flipkart,SKU-8568,Blouse,XS,3,INR,4068.59,Ahmedabad,Gujarat,188369,India,FALSE
6530,OD-2025-00612,CUST-28168,Men,56,2025-05-14,Delivered,Nykaa,SKU-9435,Kurta,L,2,INR,3537.45,Hyderabad,Telangana,133589,India,FALSE
6531,OD-2025-01789,CUST-86440,Women,41,14 Jun 2025,Delivered,Nykaa,SKU-1897,Western Dress,XS,2,INR,1115.08,Pune,Maharashtra,156199,India,TRUE
6532,OD-2025-08654,CUST-36753,Men,29,2025-08-28,Returned,Ajio,SKU-8557,Blouse,S,1,INR,1377.51,Jaipur,Rajasthan,423611,India,FALSE
6533,OD-2025-05870,CUST-52112,Women,37,2025-03-04,Cancelled,Ajio,SKU-7237,Ethnic Dress,XS,1,INR,1980.62,Mumbai,Maharashtra,402566,India,TRUE
6534,OD-2025-08248,CUST-91938,Men,63,2025-08-30,Returned,Meesho,SKU-2622,Saree,M,1,INR,3353.03,Hyderabad,Telangana,254044,India,FALSE
6535,OD-2025-02554,CUST-68554,Women,41,2025-02-08,Cancelled,Myntra,SKU-8776,Ethnic Dress,M,1,INR,1323.03,Lucknow,Uttar Pradesh,975677,India,FALSE
6536,OD-2025-03913,CUST-21240,Women,55,2025-03-28,Delivered,Ajio,SKU-5719,Kurta,XXL,1,INR,525.47,Chennai,Tamil Nadu,463840,India,TRUE
6537,OD-2025-07764,CUST-79217,Men,27,2025-10-10,Delivered,Myntra,SKU-1605,Kurta,M,1,INR,2852.99,Jaipur,Rajasthan,514062,India,FALSE
6538,OD-2025-07014,CUST-79147,Men,53,2025-05-31,Delivered,Ajio,SKU-4703,Western Dress,XS,1,INR,4304.09,Hyderabad,Telangana,810168,India,FALSE
6539,OD-2025-01174,CUST-81159,Women,45,2025-05-21,Delivered,Meesho,SKU-6464,Blouse,XL,2,INR,1987.6,Ahmedabad,Gujarat,652905,India,FALSE
6540,OD-2025-00373,CUST-26186,M,31,2025-04-19,Shipped,Meesho,SKU-5740,Saree,S,2,INR,4925.6,Lucknow,Uttar Pradesh,520601,India,FALSE
6541,OD-2025-01729,CUST-26376,Women,49,2025-11-03,Delivered,Nykaa,SKU-2002,Blouse,L,1,INR,2008.32,Chennai,Tamil Nadu,380640,India,FALSE
6542,OD-2025-03235,CUST-42839,Women,20,2025-11-18,Delivered,Nykaa,SKU-5826,Blouse,M,1,INR,1392.04,Kolkata,West Bengal,702156,India,FALSE
6543,OD-2025-03598,CUST-51313,Women,65,2025-11-28,Delivered,Myntra,SKU-2606,Western Dress,XL,1,INR,4797.92,Hyderabad,Telangana,542380,India,FALSE
6544,OD-2025-05194,CUST-47741,Men,21,2025-06-22,Delivered,Nykaa,SKU-5716,Western Dress,M,1,INR,-4069.87,Pune,Maharashtra,627039,India,FALSE
6545,OD-2025-01403,CUST-16353,Man,44,2025-08-24,Delivered,Ajio,SKU-5478,Western Dress,L,3,INR,689.07,Delhi,Delhi,433811,India,FALSE
6546,OD-2025-06602,CUST-72352,M,40,2025-06-18,Returned,Ajio,SKU-1094,Western Dress,XL,1,INR,4513.82,Pune,Maharashtra,220941,India,FALSE
6547,OD-2025-03696,CUST-69275,Men,62,2025-05-17,Delivered,Nykaa,SKU-3921,Western Dress,M,1,INR,4661.48,Hyderabad,Telangana,517162,India,TRUE
6548,OD-2025-00788,CUST-70548,Women,39,2025-02-10,Shipped,Flipkart,SKU-6916,Ethnic Dress,M,1,INR,1236.62,MUMBAI,Maharashtra,520077,India,FALSE
6549,OD-2025-05288,CUST-23540,Women,55,2025-05-11,Cancelled,Myntra,SKU-9776,Western Dress,XS,2,INR,3579.48,Ahmedabad,Gujarat,658949,India,FALSE
6550,OD-2025-04442,CUST-80135,Women,35,2025-09-19,Shipped,Meesho,SKU-6249,Kurta,XXL,1,INR,,Ahmedabad,Gujarat,531303,India,FALSE
6551,OD-2025-09173,CUST-72160,Women,32,2025-08-23,Delivered,Ajio,SKU-2793,Western Dress,S,2,INR,4015.47,Chennai,Tamil Nadu,357969,India,FALSE
6552,OD-2025-06403,CUST-14914,Women,58,2025-02-16,Delivered,Flipkart,SKU-6019,Saree,L,2,INR,3204.98,Lucknow,Uttar Pradesh,440902,India,FALSE
6553,OD-2025-04210,CUST-35032,Men,53,2025-03-03,Cancelled,Amazon,SKU-6791,Top,L,2,INR,4973.4,Pune,Maharashtra,159263,India,FALSE
